PMCID,chunk_id,chunk_text
PMC11754521,PMC11754521_chunk_126,"higher cell counts. Generation of several 15, 12, or 11-HETE-PL species were significantly decreased in patient groups, versus HC ( Fig. 2 D–F, supplemental Figs. S6 B, S7 ). We next examined if this finding was associated with drug treatments or coexisting conditions. While there were no significant differences seen for P2Y12 inhibitors (although not many patients were on these drugs), aspirin was associated with a small increase in 15-HETE-PL but no changes for 11-, 12-, or 5-HETE-PEs ( Fig. G, supplemental Fig. S8 A). Last, there were no associations with statins, hypertension or diabetes seen. Fig. 2 12-, 11-, and 15-HETE-PL in ionophore-activated leukocytes are lower in patients with ASCVD than healthy controls. Blood samples from a clinical cohort of ASCVD were collected, leukocytes (4 × 10 6 /ml) isolated, and then ionophore-activated (10 μM A23187, 37°C, 30 min). ACS: acute coronary syndrome (n = 24), CAD: coronary artery disease but no ACS (n = 19), RF: Risk factors with no si"
PMC11754521,PMC11754521_chunk_127,"(4 × 10 6 /ml) isolated, and then ionophore-activated (10 μM A23187, 37°C, 30 min). ACS: acute coronary syndrome (n = 24), CAD: coronary artery disease but no ACS (n = 19), RF: Risk factors with no significant coronary artery disease (n = 23), HC: Healthy control (n = 24). Lipids were extracted and analyzed using LC/MS/MS and HETE-PL quantified. Individual isomers were quantified then totaled to give amounts as follows: Panel (A): 5-HETE-PL. Panels (B, C). Leukocyte and neutrophil counts were obtained from clinical laboratory measurements, but were unavailable for the HC group. Panel (D): 12-HETE-PL, Panel (E): 11-HETE-PL, Panel (F): 15-HETE-PL. Panel (G): 12-HETE-PL levels in RF and CAD groups compared with/without P2Y12 inhibitor supplementation (n = 33 and 9, respectively). Statistical significance was tested with Mann-Whitney-Wilcoxon test for pairwise comparison after Kruskal-Wallis test for nonparametric analysis of variance on rank (∗ P < 0.05, ∗∗ P < 0.01, ∗∗∗ P < 0.001). ASCVD"
PMC11754521,PMC11754521_chunk_128,"significance was tested with Mann-Whitney-Wilcoxon test for pairwise comparison after Kruskal-Wallis test for nonparametric analysis of variance on rank (∗ P < 0.05, ∗∗ P < 0.01, ∗∗∗ P < 0.001). ASCVD, atherosclerotic cardiovascular disease; CAD, coronary artery disease; HETE-PL, hydroxyeicosatetraenoic acid–phospholipid.
12-, 11-, and 15-HETE-PL in ionophore-activated leukocytes are lower in patients with ASCVD than healthy controls. Blood samples from a clinical cohort of ASCVD were collected, leukocytes (4 × 10 6 /ml) isolated, and then ionophore-activated (10 μM A23187, 37°C, 30 min). ACS: acute coronary syndrome (n = 24), CAD: coronary artery disease but no ACS (n = 19), RF: Risk factors with no significant coronary artery disease (n = 23), HC: Healthy control (n = 24). Lipids were extracted and analyzed using LC/MS/MS and HETE-PL quantified. Individual isomers were quantified then totaled to give amounts as follows: Panel (A): 5-HETE-PL. Panels (B, C). Leukocyte and neutrophil co"
PMC11754521,PMC11754521_chunk_129,"tracted and analyzed using LC/MS/MS and HETE-PL quantified. Individual isomers were quantified then totaled to give amounts as follows: Panel (A): 5-HETE-PL. Panels (B, C). Leukocyte and neutrophil counts were obtained from clinical laboratory measurements, but were unavailable for the HC group. Panel (D): 12-HETE-PL, Panel (E): 11-HETE-PL, Panel (F): 15-HETE-PL. Panel (G): 12-HETE-PL levels in RF and CAD groups compared with/without P2Y12 inhibitor supplementation (n = 33 and 9, respectively). Statistical significance was tested with Mann-Whitney-Wilcoxon test for pairwise comparison after Kruskal-Wallis test for nonparametric analysis of variance on rank (∗ P < 0.05, ∗∗ P < 0.01, ∗∗∗ P < 0.001). ASCVD, atherosclerotic cardiovascular disease; CAD, coronary artery disease; HETE-PL, hydroxyeicosatetraenoic acid–phospholipid.
12-, 11-, and 15-HETE-PL in ionophore-activated leukocytes are lower in patients with ASCVD than healthy controls. Blood samples from a clinical cohort of ASCVD wer"
PMC11754521,PMC11754521_chunk_130,"eicosatetraenoic acid–phospholipid.
12-, 11-, and 15-HETE-PL in ionophore-activated leukocytes are lower in patients with ASCVD than healthy controls. Blood samples from a clinical cohort of ASCVD were collected, leukocytes (4 × 10 6 /ml) isolated, and then ionophore-activated (10 μM A23187, 37°C, 30 min). ACS: acute coronary syndrome (n = 24), CAD: coronary artery disease but no ACS (n = 19), RF: Risk factors with no significant coronary artery disease (n = 23), HC: Healthy control (n = 24). Lipids were extracted and analyzed using LC/MS/MS and HETE-PL quantified. Individual isomers were quantified then totaled to give amounts as follows: Panel (A): 5-HETE-PL. Panels (B, C). Leukocyte and neutrophil counts were obtained from clinical laboratory measurements, but were unavailable for the HC group. Panel (D): 12-HETE-PL, Panel (E): 11-HETE-PL, Panel (F): 15-HETE-PL. Panel (G): 12-HETE-PL levels in RF and CAD groups compared with/without P2Y12 inhibitor supplementation (n = 33 and 9, res"
PMC11754521,PMC11754521_chunk_131,"C group. Panel (D): 12-HETE-PL, Panel (E): 11-HETE-PL, Panel (F): 15-HETE-PL. Panel (G): 12-HETE-PL levels in RF and CAD groups compared with/without P2Y12 inhibitor supplementation (n = 33 and 9, respectively). Statistical significance was tested with Mann-Whitney-Wilcoxon test for pairwise comparison after Kruskal-Wallis test for nonparametric analysis of variance on rank (∗ P < 0.05, ∗∗ P < 0.01, ∗∗∗ P < 0.001). ASCVD, atherosclerotic cardiovascular disease; CAD, coronary artery disease; HETE-PL, hydroxyeicosatetraenoic acid–phospholipid.
Characterizing the impact of aspirin and gender on eoxPL generation by human platelets from healthy volunteers
To further test the impact of aspirin on platelet eoxPL, we turned to a healthy cohort. Previously, in platelets from three unrelated healthy human donors, we found that ∼100 eoxPL were generated acutely on thrombin activation ( 40 ). Some of these were already structurally characterized eoxPL, but many remain incompletely annotated with o"
PMC11754521,PMC11754521_chunk_132," human donors, we found that ∼100 eoxPL were generated acutely on thrombin activation ( 40 ). Some of these were already structurally characterized eoxPL, but many remain incompletely annotated with only partial structural information, eg specifying the chain length, number of rings/double bonds, and oxygenation ( 40 ). Taking this further, we expanded the study up to 28 subjects (50:50 male:female), to test the impact on eoxPL generation of (i) aspirin, (ii) gender, and (iii) seasonality. Subjects first provided a baseline blood sample following a nonsteroidal antiinflammatory drug washout, and the generation of the 48 most abundant eoxPL was measured ( 40 ). Lipids were putatively assigned as either COX-1 or 12-LOX-derived based on known sources of free oxylipins in platelets, eg 12-HETE (12-LOX), or DiEHEDA (COX-1) ( 45 ). We also considered oxylipins containing 20:4;3O as being likely prostaglandins, e.g. PGE 2 , which are known to be generated in eoxPL forms by platelets ( 46 ). A"
PMC11754521,PMC11754521_chunk_133," (12-LOX), or DiEHEDA (COX-1) ( 45 ). We also considered oxylipins containing 20:4;3O as being likely prostaglandins, e.g. PGE 2 , which are known to be generated in eoxPL forms by platelets ( 46 ). Across the panel, 38 out of 48 lipids were significantly elevated on thrombin activation ( Fig. 3 A). Next, to analyze the impact of aspirin on thrombin stimulation of eoxPL generation, platelets were obtained after 1 week on 75 mg/day aspirin in the same individuals. Most lipids we had proposed to originate from COX-1 were significantly suppressed ( Fig. 3 B, orange markers). This data confirm the enzymatic origin of putative COX-1 derived eoxPL. The 12-HETE-containing eoxPL increased following aspirin supplementation, although this did not reach significance ( Fig. 3 B, blue markers). When analyzed for gender differences, the median diacyl 12-HETE-PL were consistently elevated in males following aspirin treatment, although this was only significant for PC 18:1_12-HETE ( supplemental Fig. "
PMC11754521,PMC11754521_chunk_134,"alyzed for gender differences, the median diacyl 12-HETE-PL were consistently elevated in males following aspirin treatment, although this was only significant for PC 18:1_12-HETE ( supplemental Fig. S8 B, C). In contrast, aspirin had no discernible effect on diacy-12-HETE-PL generation in females ( supplemental Fig. S9 A). This small increase in diacyl-12-HETE-PL in males is similar to that seen in the clinical cohort, further supporting the idea that it relates to aspirin. Unfortunately, plasmalogen forms of 12-HETE-PL were below LOQ for these samples and could not be compared. The small elevations of diacyl-12-HETE-PL could result from either higher generation of free 12-HETE or increased rates of esterification of 12-HETE into lysoPL, by ACSL/LPLAT enzymes ( 33 ). To test this, levels of 12-HETE and TXB2 were analyzed in activated samples, however while TXB2 generation was suppressed around 95% by aspirin, there was no elevation in free 12-HETE for either males or females ( Fig. 3 "
PMC11754521,PMC11754521_chunk_135,"of 12-HETE and TXB2 were analyzed in activated samples, however while TXB2 generation was suppressed around 95% by aspirin, there was no elevation in free 12-HETE for either males or females ( Fig. 3 C, supplemental Fig. S9 B). This suggests that esterification of 12-HETE to form diacyl, but not plasmalogen-HETE-PL is enhanced by aspirin, supporting our observations in the cardiovascular cohort earlier. Fig. 3 Thrombin stimulates generation of many eoxPL in platelets from healthy subjects, while aspirin supplementation reduces COX-derived eoxPL. Blood was collected from 28 healthy volunteers (14 males and 14 females) following an NSAID washout period, and platelets isolated and activated in vitro using thrombin, as outlined in Methods. Lipids were extracted from either resting or thrombin-activated platelets, and levels of 38 eoxPL profiled using LC/MS/MS, with analyte:internal standard (A/IS, cps) determined as outlined in Methods. Panel (A). Heatmap showing generation of diverse eoxP"
PMC11754521,PMC11754521_chunk_136,"activated platelets, and levels of 38 eoxPL profiled using LC/MS/MS, with analyte:internal standard (A/IS, cps) determined as outlined in Methods. Panel (A). Heatmap showing generation of diverse eoxPL in healthy subjects . Log10 values were calculated and plotted using Pheatmap in R as outlined in methods, with assignment to enzymatic sourced as outlined. Panel (B). Volcano plot showing impact of aspirin on platelet eoxPL. After providing a baseline sample, subjects were administered aspirin (75 mg/day) for a week, before repeat sampling of platelets. Data from the healthy cohort eoxPL were analyzed to generate log2fold change and -log10Pvalues (from paired t -tests), which were plotted with lipids labeled according to their enzymatic origin. Panel (C). Free 12-HETE and TXB2 . These were measured in platelet lipid extracts using LC/MS/MS (n = 14, 50:50 male female) as outlined in Methods. Panels (D, E). Platelets from males generate lower levels of several eoxPL than females, in an as"
PMC11754521,PMC11754521_chunk_137,"measured in platelet lipid extracts using LC/MS/MS (n = 14, 50:50 male female) as outlined in Methods. Panels (D, E). Platelets from males generate lower levels of several eoxPL than females, in an aspirin-sensitive manner. Lipids were plotted on a volcano plot as -log10Pvalue and log2FoldChange, male:female, labeled by pathway of origin. Statistical significance was tested with paired t -tests (∗ P < 0.05, ∗∗ P < 0.01, ∗∗∗ P < 0.001). The significance level shown on Panel (B) (dotted line, P < 0.05) was adjusted using Bonferroni correction for multiple comparisons. For panels (E, and F) no lipids were significantly different following Bonferroni correction. As data in Panel (C) were not normally distributed, Wilcoxon signed-rank test was used (n = 26, or 25 for basal or thrombin activated, respectively). eoxPL, enzymatically oxygenated phospholipid; COX, cyclooxygenase; ASCVD, atherosclerotic cardiovascular disease; NSAID, nonsteroidal antiinflammatory drug; HETE, hydroxyeicosatetraen"
